DISTRICT_CODE;NAME;DISTRICT;NUTS3;TOUR_REG;REGION;STATUS;POP_TOTAL;AREA
62302;Aug-Radisch;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;289;453,18
62303;Bad Gleichenberg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;2226;1372,58
62304;Bad Radkersburg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Stadtgemeinde;1326;216,04
62305;Bairisch Kölldorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1065;644,44
62306;Baumgarten bei Gnas;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;575;900,7
62307;Bierbaum am Auersbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;477;517,97
62308;Breitenfeld an der Rittschein;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;786;1319,91
62309;Deutsch Goritz;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1231;2357,07
62310;Dietersdorf am Gnasbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;370;661,22
62311;Edelsbach bei Feldbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1394;1612,59
62312;Edelstauden;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;452;676,04
62313;Eichfeld;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;887;1799,8
62314;Eichkögl;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1231;1490,56
62315;Fehring;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Stadtgemeinde;3039;2976,45
62316;Feldbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Stadtgemeinde;4643;321,16
62317;Fladnitz im Raabtal;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;753;634,82
62318;Frannach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;558;806,69
62319;Frutten-Gießelsdorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;645;1086,24
62320;Glojach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;245;340,64
62321;Gnas;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1930;1593,29
62322;Gniebing-Weißenbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;2190;1541,73
62323;Gosdorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1150;1573,22
62324;Gossendorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;907;941,85
62325;Grabersdorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;351;637,81
62326;Halbenrain;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1786;3878,42
62327;Hatzendorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1740;2506,87
62328;Hof bei Straden;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;880;1722,89
62329;Hohenbrugg-Weinberg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;973;1568,78
62330;Jagerberg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1664;2904,85
62331;Johnsdorf-Brunn;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;782;734,07
62332;Kapfenstein;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1609;2859,18
62333;Kirchbach in Steiermark;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1555;1533,54
62334;Kirchberg an der Raab;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1995;1666,48
62335;Klöch;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1223;1640,65
62336;Kohlberg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;524;804,99
62337;Kornberg bei Riegersburg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1145;1600,24
62338;Krusdorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;398;599,61
62339;Leitersdorf im Raabtal;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;664;483,05
62340;Lödersdorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;705;985,22
62341;Maierdorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;532;936,14
62342;Merkendorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1151;1127,5
62343;Mettersdorf am Saßbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1318;2278,31
62344;Mitterlabill;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;414;792,39
62345;Mühldorf bei Feldbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;3069;1772,81
62346;Mureck;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Stadtgemeinde;1597;499,66
62347;Murfeld;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1666;2421,9
62348;Oberdorf am Hochegg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;725;1271,47
62349;Oberstorcha;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;636;880,46
62350;Paldau;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;2090;2370,8
62351;Perlsdorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;351;563,26
62352;Pertlstein;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;798;934,53
62353;Petersdorf II;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;864;1516,3
62354;Pirching am Traubenberg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1624;1674,32
62355;Poppendorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;694;1133,85
62356;Raabau;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;589;399,62
62357;Radkersburg Umgebung;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1760;2783,95
62358;Raning;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;810;833,53
62359;Ratschendorf;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;619;1044,5
62360;Riegersburg;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;2391;3214,52
62361;Sankt Anna am Aigen;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1758;2174,86
62362;Sankt Peter am Ottersbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;2261;3677,28
62363;Sankt Stefan im Rosental;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;3809;3979,46
62364;Schwarzau im Schwarzautal;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;641;1056,16
62365;Stainz bei Straden;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;995;1375,14
62366;Straden;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1550;1953,55
62367;Studenzen;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;693;590,02
62368;Tieschen;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Marktgemeinde;1317;1817,43
62369;Trautmannsdorf in Oststeiermark;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;859;732,08
62370;Trössing;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;277;417,97
62371;Unterauersbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;449;797,54
62372;Unterlamm;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1260;1673,27
62373;Weinburg am Saßbach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1052;2575,26
62374;Zerlach;Südoststeiermark;Oststeiermark;Thermenland Steiermark - Oststeiermark;Südoststeiermark;Gemeinde ohne Status;1713;2382,17
